#Index,X position (mm), Y position (mm), Length (um),Orientation #(deg), Area (Arbitrary)
25712,5.0531,-1.7342,4.7512,-85.628,144
25713,5.0435,-1.8381,5.3027,0.78733,71
25714,5.0372,-1.8319,6.4293,0.94629,137
25715,5.0359,-1.7859,3.3444,27.21,94
25716,5.0036,-1.8259,5.3441,-11.771,104
25717,4.9933,-1.8179,3.5142,-18.887,103
25718,4.9824,-1.7615,4.73,-27.721,160
25719,4.9794,-1.8319,3.4033,0.98531,102
25720,4.9778,-1.8012,3.2169,59.862,100
25721,4.9696,-1.7527,6.9593,0.18495,335
25722,4.9626,-1.6948,3.7094,-18.363,80
25723,4.9551,-1.7345,11.62,-2.5723,1666
25724,5.1339,-1.6099,4.4364,-39.51,188
25725,5.1234,-1.5847,6.5898,-23.2,419
25726,5.1143,-1.5806,5.0642,-17.43,188
25727,5.1056,-1.5277,8.1869,-41.177,423
25728,5.1028,-1.6534,5.1398,-9.1275,139
25729,5.093,-1.6493,5.6215,3.8515,276
25730,5.0786,-1.529,5.4259,85.245,159
25731,5.058,-1.6426,5.9113,-1.8099,224
25732,5.0504,-1.5153,6.0867,3.082,141
25733,5.0222,-1.5185,6.9897,-36.658,418
25734,5.1505,-1.4197,3.2595,62.204,90
25735,5.1392,-1.3993,3.2839,57.129,73
25736,5.1324,-1.4286,9.2275,-0.59985,937
25737,5.1313,-1.4557,5.7148,-6.0946,354
25738,5.1152,-1.4917,4.7282,-9.7056,144
25739,5.1126,-1.4207,3.5117,-77.645,110
25740,5.0824,-1.4019,7.456,85.667,616
25741,5.0804,-1.4326,6.1883,-1.6938,158
25742,5.0713,-1.5197,4.1646,21.096,103
25743,5.0513,-1.5176,6.9058,8.1181,309
25744,4.9926,-1.4875,3.3491,12.983,95
25745,4.9846,-1.4761,6.7242,-3.8457,538
25746,4.9407,-1.432,9.5854,14.203,875
25747,5.1102,-1.2285,5.3968,-40.101,109
25748,5.1059,-1.2908,5.1963,87.288,288
25749,5.0806,-1.3494,13.94,-58.834,1991
25750,5.0702,-1.2026,3.6025,-77.723,89
25751,5.0466,-1.2822,5.2208,-32.333,257
25752,5.0287,-1.1981,6.7058,-37.418,429
25753,5.0181,-1.2531,5.3226,-52.883,77
25754,4.9948,-1.2694,6.8866,83.547,494
25755,4.961,-1.2279,3.3915,-24.796,88
25756,5.1377,-1.1687,5.9558,-7.4277,219
25757,5.1263,-1.1266,4.9219,12.268,243
25758,5.1149,-1.053,4.393,-56,111
25759,5.1124,-1.107,6.1053,-15.85,326
25760,5.0987,-1.1776,8.1957,28.899,638
25761,5.0988,-1.0504,9.9469,-46.839,1027
25762,5.0781,-1.127,7.7771,-20.735,538
25763,5.0486,-1.1203,3.1707,-46.283,72
25764,5.0306,-1.1083,10.611,-76.524,1015
25765,4.9878,-1.0374,9.2205,11.178,569
25766,4.9821,-1.1692,3.5599,23.258,98
25767,4.9567,-1.1728,5.5758,0.57271,95
25768,4.9391,-1.1823,5.6855,5.2553,308
25769,5.1472,-0.8857,5.4548,-74.786,119
25770,5.1398,-0.9357,9.2355,-21.452,533
25771,5.1377,-0.9445,3.1006,-36.656,87
25772,5.1286,-0.9431,14.456,70.811,1459
25773,5.1239,-1.0203,6.2359,-9.3347,220
25774,5.1038,-1.0078,7.0181,-14.358,342
25775,5.0793,-0.9034,4.636,-70.551,93
25776,4.9921,-0.897,5.4065,-22.481,91
25777,4.9512,-1.0345,5.0271,-17.181,255
25778,4.9413,-1.0215,3.438,-39.735,109
25779,5.1548,-0.7606,8.3213,-24.12,267
25780,5.1489,-0.7573,3.5414,-56.427,77
25781,5.1459,-0.81575,5.7238,-24.746,93
25782,5.1407,-0.8449,4.2869,-22.465,134
25783,5.1372,-0.75505,9.2276,-59.057,295
25784,5.1149,-0.76265,7.5196,-2.8003,528
25785,5.1088,-0.81365,7.258,-22.525,161
25786,5.1026,-0.82505,4.2976,0.035398,145
25787,5.0708,-0.81915,5.2599,30.184,174
25788,5.0721,-0.7559,3.1707,-45.154,76
25789,5.0679,-0.7256,8.5993,62.083,533
25790,5.0516,-0.8696,5.3925,3.8669,81
25791,5.0394,-0.8726,7.0438,-4.8666,399
25792,5.0125,-0.74875,6.4016,-30.507,428
25793,5.007,-0.86405,6.8648,1.9593,317
25794,4.9829,-0.81105,3.8905,-27.086,95
25795,4.9633,-0.8721,7.3832,9.4526,299
25796,4.9526,-0.7311,9.8373,41.395,242
25797,4.9201,-0.78845,4.8825,-75.238,184
25798,5.1527,-0.60795,6.0987,-20.547,281
25799,5.1258,-0.60835,7.2814,52.017,205
25800,5.124,-0.6174,4.6317,-0.58734,107
25801,5.1195,-0.66975,5.5166,-11.583,182
25802,5.1174,-0.5726,3.2968,-2.9584,107
25803,5.1134,-0.57135,4.7975,-84.024,128
25804,5.1099,-0.58695,4.3317,-54.933,98
25805,5.1031,-0.655,5.42,-55.221,216
25806,5.0979,-0.667,8.9789,-9.9147,638
25807,5.0878,-0.6505,4.7982,-10.587,164
25808,5.0644,-0.6833,3.2832,-32.134,100
25809,5.0605,-0.59525,6.9666,-41.091,525
25810,5.0494,-0.6393,4.7911,-41.032,165
25811,5.0432,-0.65795,6.0113,49.092,343
25812,5.0441,-0.5665,5.789,76.633,248
25813,5.0376,-0.5937,8.2045,-50.746,583
25814,5.0384,-0.5606,6.2836,-63.097,150
25815,5.0167,-0.6144,5.4014,17.08,188
25816,4.9975,-0.6801,3.5646,26.005,78
25817,4.9981,-0.59715,6.5625,-41.716,156
25818,4.9843,-0.7048,5.1716,-49.547,165
25819,5.0242,-0.44925,5.1264,-50.159,289
25820,4.9933,-0.4275,7.0068,-33.163,282
25821,5.1449,-0.3415,4.4574,29.709,154
25822,5.1441,-0.274,8.3221,-6.5303,370
25823,5.1442,-0.2879,5.5616,-17.825,160
25824,5.1356,-0.2945,4.0714,84.103,140
25825,5.1235,-0.38035,5.3161,-8.5583,75
25826,5.1226,-0.34185,4.3215,-18.495,77
25827,5.1099,-0.3453,4.8576,9.7557,126
25828,5.1014,-0.3643,5.035,2.7263,232
25829,5.1038,-0.2488,4.987,-81.301,195
25830,5.0951,-0.26715,3.7833,-61.211,89
25831,5.0636,-0.3898,10.26,-79.135,1077
25832,5.0279,-0.31345,7.628,67.696,594
25833,5.021,-0.3452,6.18,-26.136,155
25834,5.0164,-0.34475,4.0207,1.775,100
25835,4.9876,-0.3133,6.2389,-8.931,241
25836,4.9801,-0.39955,8.7875,-1.5314,442
25837,4.957,-0.26755,6.4926,-15.068,78
25838,4.9298,-0.2455,3.7734,76.293,86
25839,5.1559,-0.1941,3.9019,70.03,123
25840,5.1529,-0.19265,6.5653,-30.173,73
25841,5.1478,-0.18795,7.8565,-9.8642,452
25842,5.1457,-0.18105,9.8078,-8.9441,752
25843,5.1468,-0.208,3.2664,3.4089,82
25844,5.1444,-0.092,7.4153,-25.96,416
25845,5.1348,-0.17385,3.7377,-74.864,98
25846,5.1049,-0.1369,9.8423,-60.355,1017
25847,5.1016,-0.1166,4.592,25.493,111
25848,5.0942,-0.15975,5.429,-28.68,301
25849,5.0802,-0.14215,4.5013,-57.276,98
25850,5.0115,-0.1453,11.842,-74.463,1108
25851,4.9989,-0.23185,7.5628,3.168,293
25852,4.9697,-0.11215,8.8391,0.055049,526
25853,4.9674,-0.10175,8.0187,9.4845,531
25854,4.933,-0.1868,7.7752,66.143,736
25855,5.1542,0.07135,8.3987,-34.315,448
25856,5.1509,0.0809,6.2947,-53.672,322
25857,5.1476,0.04605,7.6262,-5.5378,415
25858,5.1202,0.0171,3.2705,-23.06,72
25859,5.1108,0.05995,4.9201,-20.903,241
25860,5.103,0.05975,6.7735,-20.41,264
25861,5.0903,0.0471,9.0733,36.997,718
25862,5.0893,-0.0391,4.289,-4.6976,82
25863,5.0873,0.05715,6.5789,-19.759,432
25864,5.0837,-0.07945,5.3367,-0.90838,116
25865,5.0694,-0.0028,6.2378,-9.4922,451
25866,5.0582,-0.0744,7.1377,-4.3886,332
25867,5.0449,0.04255,6.3419,-28.922,382
25868,5.0368,0.0602,6.5283,-36.663,287
25869,5.0211,0.05995,6.5259,-32.228,495
25870,5.0124,0.0853,7.369,1.7919,236
25871,4.9946,-0.0763,6.3285,-3.1462,195
25872,4.9829,-0.0437,8.8264,1.6405,363
25873,4.953,0.03985,7.3759,7.7351,440
25874,5.1469,0.14925,5.3622,17.639,91
25875,5.1435,0.1674,4.7918,-15.948,81
25876,5.1316,0.13655,6.998,-4.4822,116
25877,5.1287,0.1632,4.6947,64.905,120
25878,5.1271,0.166,5.1397,-8.0873,169
25879,5.1253,0.1357,7.2109,11.425,95
25880,5.1168,0.2401,10.094,-33.338,439
25881,5.1004,0.2178,13.013,-33.873,1070
25882,5.0879,0.1119,6.8968,-4.7289,381
25883,5.0677,0.17735,4.7267,81.429,213
25884,5.0646,0.11995,6.135,-3.5854,158
25885,5.0633,0.2288,6.905,-62.896,310
25886,5.0612,0.1693,4.3105,-54.034,120
25887,5.0451,0.1939,10.658,-47.592,718
25888,5.0138,0.08415,9.2908,-41.221,713
25889,5.0167,0.1026,3.1334,-5.6499,81
25890,4.9423,0.1735,8.5549,8.7093,780
25891,4.9377,0.20025,3.6465,5.6872,111
25892,5.1562,0.35585,6.3188,-23.376,262
25893,5.155,0.3015,7.0648,-17.288,330
25894,5.1411,0.3849,8.0408,-25.132,388
25895,5.1158,0.3123,6.2351,-7.6893,350
25896,5.1143,0.39355,7.7285,-20.037,422
25897,5.1054,0.34395,7.7175,-20.032,305
25898,5.1039,0.25075,4.9176,5.2372,184
25899,5.0906,0.4034,3.2169,-26.1,81
25900,5.0823,0.32925,7.4814,47.213,202
25901,5.0552,0.2675,5.8641,1.1093,255
25902,5.0558,0.34155,5.451,18.274,161
25903,5.0271,0.3778,4.4306,-52.617,128
25904,5.0222,0.275,7.2159,-3.4718,428
25905,5.0128,0.2966,6.4665,-2.8639,272
25906,4.9768,0.38015,3.0932,10.1,85
25907,4.9687,0.3031,13.818,-1.19,1782
25908,4.9725,0.37925,5.0264,45.494,115
25909,4.9666,0.3534,5.3663,-33.7,149
25910,4.951,0.33075,3.4876,-20.648,91
25911,4.947,0.3303,4.1887,63.656,91
25912,4.9329,0.31405,3.33,-0.28691,80
25913,4.9289,0.31405,5.3555,88.073,86
25914,5.148,0.4324,3.28,24.458,89
25915,5.1393,0.5165,3.2149,12.65,75
25916,5.1369,0.50585,5.7874,-21.716,283
25917,5.1362,0.4602,5.0866,-17.272,116
25918,5.1318,0.55685,4.7308,49.518,192
25919,5.1207,0.42395,6.7351,-20.501,218
25920,5.1196,0.5324,9.1856,-2.0494,492
25921,5.1053,0.4351,14.429,-77.591,968
25922,5.1034,0.4001,9.0117,-14.403,482
25923,5.1037,0.44935,3.2126,28.355,75
25924,5.0923,0.40085,8.0081,2.3798,231
25925,5.0956,0.47295,6.4211,65.319,359
25926,5.0808,0.44625,3.6808,-43.106,117
25927,5.0775,0.4985,5.1048,52.062,296
25928,5.0371,0.4786,7.6486,80.25,430
25929,5.0336,0.4128,7.3527,-16.532,601
25930,4.9895,0.49615,6.725,-5.9118,359
25931,4.9789,0.44995,11.567,25.551,1147
25932,4.9745,0.40665,3.7819,12.767,104
25933,4.952,0.53955,3.3334,-11.29,103
25934,4.9467,0.51375,9.2454,-3.884,668
25935,5.1416,0.60535,8.0589,-27.903,569
25936,5.1333,0.59125,7.2598,-7.2325,413
25937,5.1324,0.65095,5.3834,-20.613,190
25938,5.1115,0.63405,8.2059,-49.508,627
25939,5.1086,0.7035,4.3541,-77.438,145
25940,5.0983,0.6631,12.897,-53.081,1117
25941,5.08,0.67835,4.3693,89.304,111
25942,5.0769,0.6796,5.6373,87.522,81
25943,5.0562,0.57155,6.4771,-0.6763,241
25944,5.0439,0.7137,7.7747,-17.062,518
25945,5.0454,0.68135,5.1297,-55.146,129
25946,5.0425,0.6878,6.4176,-63.243,231
25947,5.0172,0.7163,10.276,4.1649,1094
25948,5.02,0.68485,3.824,-52.481,104
25949,4.9377,0.62485,6.3645,-76.692,514
25950,4.9336,0.5993,7.5361,-9.2866,534
25951,4.9328,0.6682,6.5052,-34.691,314
25952,4.925,0.65105,12.863,-46.072,779
25953,5.1505,0.7446,4.7518,-6.4312,203
25954,5.1519,0.8849,4.7026,-21.806,180
25955,5.1409,0.7774,11.534,17.948,1065
25956,5.1334,0.77125,7.0339,0.042332,447
25957,5.1003,0.7366,6.1389,3.8572,175
25958,5.0896,0.7674,3.9047,-10.82,103
25959,5.0593,0.7361,7.7988,-17.97,519
25960,5.048,0.7349,3.5783,-10.602,75
25961,5.0352,0.8411,6.1875,-72.562,336
25962,5.0344,0.77295,3.9972,1.1067,109
25963,5.0279,0.7683,5.9928,-28.426,112
25964,5.0218,0.7593,6.2326,-2.0901,252
25965,4.9984,0.7819,6.6706,-76.166,421
25966,4.9685,0.7873,7.1123,-16.369,542
25967,4.9627,0.7398,3.9496,-7.6874,72
25968,4.9312,0.7605,8.4947,2.132,641
25969,5.1125,0.9358,12.513,80.238,773
25970,5.111,0.90895,8.0183,-7.8403,410
25971,5.1095,1.0237,4.7243,-71.734,151
25972,5.099,0.99275,6.564,-29.165,549
25973,5.0987,0.93045,5.119,-9.3849,113
25974,5.0946,0.9803,6.0525,-3.0885,335
25975,5.0768,0.91045,3.0922,81.163,100
25976,5.0693,1.0331,6.1929,-85.381,237
25977,5.0629,0.91125,4.2171,0.32627,82
25978,5.0614,0.92375,5.2672,-6.5309,171
25979,5.0577,0.93745,6.9089,-26.276,502
25980,5.0539,0.9738,4.0294,39.375,74
25981,5.05,1.0027,5.4532,-16.567,151
25982,4.9942,1.036,12.994,51.643,1705
25983,4.9667,0.99855,7.1369,-0.16978,369
25984,4.9329,1.0276,4.8017,51.88,98
25985,5.0658,1.1936,4.4316,-70.763,100
25986,5.0494,1.1257,11.425,-54.537,1072
25987,5.0467,1.0461,6.2796,38.783,310
25988,4.9747,1.1986,5.588,-31.814,137
25989,4.9679,1.0731,3.8321,16.628,123
25990,4.951,1.0752,10.829,-6.2301,1076
25991,5.1114,1.3266,14.913,84.441,2760
25992,5.1061,1.2604,8.1229,-20.837,456
25993,5.104,1.3453,3.9527,69.696,90
25994,5.0948,1.3349,14.294,49.499,1960
25995,5.0998,1.3549,3.7772,84.489,130
25996,5.0966,1.3479,6.6337,-31.346,390
25997,5.0876,1.3614,6.7041,-75.689,230
25998,5.0846,1.2605,6.1972,-60.94,430
25999,5.0864,1.3463,6.8933,-89.385,226
26000,5.0813,1.3409,3.9152,19.218,77
26001,5.0748,1.3492,4.3491,28.068,93
26002,5.0306,1.3607,4.893,-55.034,92
26003,5.0361,1.52,14.143,85.056,917
26004,5.0271,1.3678,7.7882,-57.527,205
26005,5.0314,1.5195,3.82,-60.399,111
26006,5.0303,1.5232,4.2316,-83.61,100
26007,4.9674,1.3886,3.5073,-8.9438,89
26008,4.9626,1.389,3.8137,-10.118,155
26009,5.029,1.6146,4.3508,-71.499,76
26010,5.1508,1.7494,3.3799,22.281,77
26011,5.1344,1.8019,5.644,-17.092,234
26012,5.1316,1.7704,3.8101,-87.587,82
26013,5.1231,1.7761,8.3127,-38.574,787
26014,5.1156,1.694,5.5446,-32.8,194
26015,5.1191,1.8143,3.7061,-79.903,96
26016,5.1132,1.837,12.49,39.726,1620
26017,5.1146,1.8024,6.0451,-12.196,258
26018,5.1112,1.7719,8.488,-78.303,300
26019,5.1011,1.718,5.0583,-0.0049563,199
26020,5.0999,1.7657,4.2886,-63.013,79
26021,5.094,1.8364,7.4805,-7.4794,566
26022,5.0889,1.7163,5.3046,3.602,262
26023,5.0822,1.8128,5.1166,-80.113,127
26024,5.064,1.7872,5.0267,-72.142,218
26025,5.0591,1.7092,5.561,-1.4035,168
26026,5.0575,1.8022,4.6811,-66.847,108
26027,5.0545,1.8268,5.9429,-69.259,194
26028,5.0491,1.8128,5.979,-84.006,286
26029,5.0299,1.6865,6.1707,-0.39228,169
26030,5.0074,1.7443,6.0329,16.7,198
26031,4.9811,1.7404,12.51,68.6,1524
26032,4.9786,1.7943,6.4534,14.727,296
26033,5.1508,1.9813,7.2718,-24.628,238
26034,5.1237,1.9753,14.965,-20.048,845
26035,5.126,1.9999,3.7082,-60.293,78
26036,5.1057,1.898,5.0705,-8.1323,214
26037,5.105,1.8428,3.4438,4.819,71
26038,5.0932,1.9222,4.8984,-6.2309,176
26039,5.0884,1.9478,12.032,61.118,517
26040,5.0894,1.8888,4.8778,-3.6995,127
26041,5.0858,1.8925,5.0293,-7.5406,129
26042,5.0802,1.8629,8.22,-30.872,310
26043,5.0812,1.9804,3.3766,81.579,107
26044,5.0613,1.8781,5.6515,-2.6601,211
26045,5.0576,1.9415,5.2551,-60.832,142
26046,5.0543,1.9102,4.5728,-54.075,78
26047,5.0375,2.0038,3.0988,-53.149,87
26048,5.0321,1.9053,5.8021,4.6931,131
26049,5.0188,1.9506,6.2731,3.7446,221
26050,5.0016,1.8965,5.8351,8.1041,302
26051,5.001,1.9192,4.1283,-43.699,94
26052,4.9786,2.0021,8.5085,2.5179,379
26053,4.975,1.944,7.4108,-15.629,573
26054,4.9756,1.9618,7.6334,-84.921,661
26055,4.959,1.8986,6.6773,79.876,519
26056,4.9223,1.849,3.1311,-17.165,81
26057,4.924,1.993,5.1262,0.95363,183
26058,5.1478,2.1622,8.1081,-26.568,591
26059,5.1437,2.0419,6.0259,-9.7189,270
26060,5.1307,2.0911,5.3815,-12.685,205
26061,5.1193,2.1167,3.7715,-68.623,116
26062,5.1011,2.096,6.2607,-11.94,350
26063,5.0909,2.0932,12.515,35.145,1512
26064,5.0903,2.04,9.5176,-1.1287,610
26065,5.0832,2.1302,6.017,-13.015,361
26066,5.0764,2.1047,6.159,36.453,484
26067,5.0766,2.1388,5.2322,-66.089,130
26068,5.0687,2.0104,5.6568,-0.74725,88
26069,5.0625,2.1377,6.0198,-28.991,314
26070,5.0501,2.1321,6.952,42.832,505
26071,5.0496,2.0988,4.2425,-67.476,86
26072,5.0323,2.0499,5.5159,1.5408,153
26073,5.0299,2.1189,6.3421,-7.2845,426
26074,5.0198,2.138,7.2125,6.1628,679
26075,4.9643,2.051,7.0558,20.551,585
26076,4.9625,2.1571,9.5391,13.694,761
26077,4.9439,2.0194,7.467,12.025,520
26078,4.9209,1.992,7.8203,-45.841,388
26079,5.1526,2.1619,4.6345,4.6654,149
26080,5.1506,2.2712,3.5194,-25.754,94
26081,5.1451,2.3101,7.952,-24.62,437
26082,5.1443,2.318,8.3711,-22.955,328
26083,5.1416,2.249,4.1111,9.5572,88
26084,5.1345,2.1828,7.2197,-13.619,485
26085,5.1206,2.1688,5.9932,-11.326,238
26086,5.1158,2.3131,4.784,-53.483,168
26087,5.1097,2.3228,8.7871,-6.1984,507
26088,5.103,2.1919,6.9037,1.6072,451
26089,5.0915,2.1771,6.9298,-6.2166,340
26090,5.071,2.2844,6.045,-3.8702,331
26091,5.0608,2.2278,5.8711,-5.3757,256
26092,5.0594,2.3208,7.1839,-23.064,411
26093,5.0575,2.3038,6.388,-8.1009,349
26094,5.0556,2.2396,5.6576,-19.127,304
26095,5.0517,2.1922,7.5851,-1.9657,210
26096,5.0473,2.2091,3.1757,6.0848,86
26097,5.0372,2.2189,4.0729,34.619,73
26098,5.0033,2.2777,5.8499,-42.206,88
26099,5.0033,2.3069,3.2454,33.589,121
26100,4.9972,2.1936,6.9045,1.8446,231
26101,4.9313,2.3165,3.2781,12.588,80
26102,5.1562,2.3984,13.375,82.718,786
26103,5.1129,2.321,7.5271,-8.789,487
26104,5.1163,2.4626,4.0235,-54.101,149
26105,5.1134,2.4839,3.6342,-38.627,87
26106,5.1086,2.4297,5.7553,-12.282,267
26107,5.0858,2.4184,8.3881,80.41,620
26108,5.0755,2.3744,5.8466,-6.8371,376
26109,5.0684,2.3411,5.5674,-3.123,170
26110,5.0655,2.4442,7.9824,-26.91,681
26111,5.0682,2.4719,4.6308,-18.849,132
26112,5.0516,2.4432,10.354,-17.594,773
26113,5.0396,2.3727,9.7585,71.3,1246
26114,5.0347,2.475,3.7262,40.611,100
26115,5.0319,2.4734,4.9884,63.931,102
26116,5.0125,2.3615,12.201,12.432,1544
26117,5.0011,2.4765,7.1561,-15.981,476
26118,4.989,2.3659,11.354,-7.1372,548
26119,4.9583,2.4104,7.1593,-0.85295,236
26120,4.9284,2.3129,3.4902,-18.699,99
26121,4.9249,2.3771,7.3729,13.802,467
26122,4.92,2.4413,5.9734,89.238,122
26123,5.1567,2.5699,7.1857,-73.483,340
26124,5.1544,2.6118,6.7017,-23.412,244
26125,5.1403,2.6436,8.3622,-27.646,358
26126,5.1336,2.6119,6.8746,-21.062,509
26127,5.1295,2.5697,4.8459,-18.676,182
26128,5.1151,2.4811,6.3274,-10.349,217
26129,5.1019,2.4862,6.3724,-9.0844,265
26130,5.0973,2.5812,5.5382,-18.166,268
26131,5.0938,2.6395,6.4724,-18.252,428
26132,5.0844,2.4999,3.7923,-11.662,81
26133,5.0837,2.5732,4.7134,-51.125,192
26134,5.0818,2.6207,5.4461,-56.428,139
26135,5.068,2.4978,5.7382,-2.631,165
26136,5.0479,2.5855,6.08,79.219,343
26137,5.0319,2.6291,7.3989,88.756,625
26138,5.0246,2.5224,5.7361,-1.1745,258
26139,4.9968,2.5411,5.7248,-5.7833,313
26140,4.9871,2.603,9.9076,48.35,1005
26141,4.9872,2.6422,13.305,24.334,1039
26142,4.935,2.4855,5.4939,-53.763,242
26143,4.9275,2.5498,7.0294,-1.4131,347
26144,4.9206,2.4888,11.112,-65.399,968
26145,5.1378,2.7324,6.9147,8.6662,564
26146,5.1183,2.7783,8.3243,-9.9973,872
26147,5.1115,2.7156,13.248,77.883,835
26148,5.0853,2.7822,7.4991,-53.895,609
26149,5.0813,2.7255,7.4126,-7.1524,523
26150,5.0528,2.7529,11.826,54.393,1627
26151,5.0531,2.6936,5.9127,7.4317,371
26152,5.0471,2.7415,8.6981,61.553,913
26153,5.035,2.6917,5.5626,-0.66401,236
26154,5.0113,2.668,3.2799,-76.794,74
26155,4.9816,2.7247,6.6966,85.526,503
26156,4.9622,2.6931,9.2106,81.047,911
26157,5.1558,2.8774,7.0163,-58.577,503
26158,5.1545,2.9663,3.9326,-19.148,127
26159,5.1311,2.8576,10.322,-17.397,759
26160,5.1249,2.9529,8.6076,-19.431,607
26161,5.1159,2.8629,6.5489,-11.821,411
26162,5.1119,2.8752,5.5828,-10.557,163
26163,5.0966,2.9213,13.791,31.791,1370
26164,5.0983,2.8913,3.3578,-56.292,79
26165,5.0748,2.9181,13.76,-9.0519,1090
26166,5.0587,2.8794,10,72.795,1071
26167,5.0434,2.8895,7.3643,-61.895,655
26168,5.0373,2.885,5.8445,-0.59154,368
26169,5.0359,2.8588,6.7446,20.916,550
26170,4.9944,2.9578,3.1221,-20.345,77
26171,4.9827,2.9518,3.3525,42.283,121
26172,4.9784,2.9505,5.1451,61.069,115
26173,4.969,2.8186,7.0065,3.8831,491
26174,4.9624,2.9538,8.8161,-7.1634,569
26175,4.943,2.8924,9.6741,-7.8368,589
26176,5.1516,3.0936,6.1667,-25.638,323
26177,5.1439,3.0649,7.6589,-28.984,482
26178,5.1378,3.0718,3.364,7.0841,105
26179,5.1347,3.1155,10.213,-18.957,994
26180,5.1243,3.0034,4.2881,-15.28,123
26181,5.1236,3.1135,3.8126,-58.039,103
26182,5.1127,3.0477,4.7588,-9.512,195
26183,5.1042,3.069,5.6575,-22.546,306
26184,5.1009,3.065,3.7593,-5.0919,76
26185,5.0976,3.099,7.8291,-86.763,676
26186,5.0955,3.0562,6.3663,-29.253,248
26187,5.0912,3.0653,6.0086,-24.122,329
26188,5.0767,3.0446,6.7735,35.338,535
26189,5.0568,2.9747,5.7153,-5.5485,208
26190,5.0522,3.0005,6.153,-61.468,452
26191,5.047,3.1073,8.3318,-83.785,841
26192,5.0346,3.0725,6.8199,-8.8276,392
26193,5.0048,3.1175,7.2785,-0.88143,267
26194,4.9955,3.1212,8.0673,-23.26,624
26195,4.9912,3.062,6.569,-89.965,428
26196,4.9889,3.0919,6.836,0.60094,439
26197,4.9835,3.0723,7.3671,11.892,607
26198,4.9487,3.1034,8.0009,5.1258,190
26199,4.9367,3.0193,6.6802,24.184,426
26200,4.92,2.9976,7.7325,-72.53,594
26201,5.1536,3.2306,4.0851,-3.3805,76
26202,5.1505,3.1709,6.0641,19.788,329
26203,5.1481,3.2598,6.7876,-25.643,277
26204,5.1452,3.2445,5.5164,-26.966,182
26205,5.1451,3.1799,3.6619,-13.58,80
26206,5.1444,3.1741,4.241,-11.445,90
26207,5.1445,3.2662,6.4527,-21.612,247
26208,5.1384,3.1902,12.339,83.174,640
26209,5.1344,3.1542,5.8691,-14.276,191
26210,5.132,3.1643,9.206,-45.105,647
26211,5.1344,3.2623,6.4525,-17.873,253
26212,5.1335,3.1729,5.0573,-10.579,159
26213,5.1178,3.1917,6.9244,0.76963,445
26214,5.1154,3.1609,4.6081,-9.5683,145
26215,5.1082,3.1333,9.1417,-26.986,600
26216,5.1054,3.1596,4.8672,-8.5396,146
26217,5.1027,3.172,6.1191,-3.3861,362
26218,5.0995,3.1358,11.467,-55.623,836
26219,5.0893,3.1546,3.8856,-2.9828,73
26220,5.0876,3.1249,4.0664,-16.966,91
26221,5.0631,3.2463,7.2816,-17.49,220
26222,5.0184,3.2558,4.2741,74.909,104
26223,4.9499,3.1425,5.1275,23.764,188
26224,4.9403,3.1364,3.3335,-41.646,85
26225,4.9377,3.1253,8.9855,-74.415,595
26226,4.9328,3.2146,6.74,-88.264,359
26227,4.9272,3.1729,5.7756,-0.43548,188
26228,5.1531,3.4114,6.8681,-27.127,343
26229,5.135,3.2996,5.7904,-13.48,314
26230,5.1061,3.325,5.0895,-8.5568,110
26231,5.1039,3.2818,4.6389,-25.894,80
26232,5.0998,3.3988,6.3611,-16.401,464
26233,5.094,3.3259,6.5538,89.273,438
26234,5.0886,3.3351,12.61,-34.537,800
26235,5.0877,3.3062,4.3666,3.2639,94
26236,5.0644,3.3056,4.0961,8.0709,115
26237,5.0469,3.2866,7.6685,-3.929,412
26238,5.031,3.322,3.165,4.6932,87
26239,5.0014,3.3729,11.465,88.983,1300
26240,4.9914,3.3098,7.5715,-55.898,725
26241,4.9737,3.2988,3.3178,12.328,97
26242,4.9502,3.3425,6.9966,-42.471,588
26243,4.9273,3.3398,8.1635,-27.969,668
26244,4.9199,3.3257,5.2975,-61.486,351
26245,4.9205,3.4113,4.2354,-87.207,144
26246,5.1532,3.5549,8.9802,-74.168,143
26247,5.1521,3.572,4.8084,-74.863,74
26248,5.1489,3.4909,7.0392,4.1411,393
26249,5.1487,3.5628,9.8249,9.3519,167
26250,5.141,3.5358,5.4126,-86.589,117
26251,5.1366,3.5373,5.0168,-60.23,71
26252,5.1286,3.519,10.614,63.995,465
26253,5.1286,3.5125,5.4829,-4.0963,127
26254,5.1307,3.5527,4.7411,-47.417,74
26255,5.1293,3.5547,6.0821,-54.76,94
26256,5.1251,3.5168,5.5316,-61.257,114
26257,5.1214,3.5493,6.9296,-38.381,163
26258,5.114,3.558,4.9517,24.702,109
26259,4.9101,3.5708,5.5867,52.653,123
26260,4.8948,3.5521,8.3032,-72.623,853
26261,4.8922,3.5695,7.3586,-25.217,470
26262,4.8799,3.5596,7.495,-21.32,613
26263,4.8405,3.5718,5.6555,-74.237,176
26264,4.8366,3.5915,9.1576,85.269,1004
26265,4.8284,3.6046,4.1214,6.0281,108
26266,4.8242,3.4921,6.2008,-13.353,411
26267,4.8156,3.5175,6.4365,-57.654,227
26268,4.8105,3.4941,5.5228,-5.107,222
26269,4.8097,3.5574,8.3095,-79.999,782
26270,4.7951,3.5857,12.56,53.307,1548
26271,4.7698,3.5119,7.9149,83.685,750
